campaign,mfr_recall_no,population,component_name,component_desc,part_number,supplier_name,supplier_country,defect_cause,fmvss,remedy_type,corrected_in_production,chronology_attached,chronology_note,chronology_url,pdf_url,affected_models,supplier_canonical,supplier_group
26V316000,302,423062,UNIT-FR VIEW CAMERA,Multi-function camera providing camera support for the FCA.,99211-N7020,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.","The revised software was adopted as a production running change on March 12, 2026, at Ulsan, April 2, 2026, at HMMA, and March 31, 2025, at KMX.",False,"Month(s): January 2025 – September 2025 January 11 through May 28 – Following receipt of a Vehicle Owner Questionnaire (“VOQ”), Hyundai’s North America Safety Office (“NASO”) launched a new investigation into allegations of unintended braking involving vehicles in the U.S. During this period, NASO c",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V316-9486.pdf,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V316000,302,423062,UNIT-FR VIEW CAMERA,Multi-function camera providing camera support for the FCA.,99211-N7030,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.","The revised software was adopted as a production running change on March 12, 2026, at Ulsan, April 2, 2026, at HMMA, and March 31, 2025, at KMX.",False,"Month(s): January 2025 – September 2025 January 11 through May 28 – Following receipt of a Vehicle Owner Questionnaire (“VOQ”), Hyundai’s North America Safety Office (“NASO”) launched a new investigation into allegations of unintended braking involving vehicles in the U.S. During this period, NASO c",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V316-9486.pdf,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V316000,302,423062,UNIT-FR VIEW CAMERA,Multi-function camera providing camera support for the FCA.,99211-N7050,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.","The revised software was adopted as a production running change on March 12, 2026, at Ulsan, April 2, 2026, at HMMA, and March 31, 2025, at KMX.",False,"Month(s): January 2025 – September 2025 January 11 through May 28 – Following receipt of a Vehicle Owner Questionnaire (“VOQ”), Hyundai’s North America Safety Office (“NASO”) launched a new investigation into allegations of unintended braking involving vehicles in the U.S. During this period, NASO c",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V316-9486.pdf,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (ICE) Specification - HMMA Product,940C3-CW000,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (ICE) Specification - HMMA Product,940C3-CW070,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (ICE) Specification - KMX Product,940C3-HD000,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (ICE) Specification - KMX Product,940C3-HD070,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (ICE) Specification - HMC Product,940C3-N9000,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (HEV/PHV) Specification - HMC Product,940C3-N9700,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V400000,304,96310,UNIT ASS'Y-CLUSTER,TUCSON (HEV/PHV) Specification - HMC Product,940C3-P0770,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.","The revised software was adopted as a production running change on April 28, 2026.",False,"July 2025 through September 2025 – NASO initiated an investigation following a customer report of an intermittent instrument cluster inoperative condition in a Tucson HEV, where the cluster display temporarily went blank during vehicle operation. Field data and returned parts were collected and revi",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V400-5456.pdf,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
